Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Id,Category Name,Customer City,Customer Country,Customer Fname,Customer Id,Customer Lname,Customer Password,Customer Segment,Customer State,Customer Street,Customer Zipcode,Department Id,Department Name,Latitude,Longitude,Market,Order City,Order Country,Order Customer Id,order date (DateOrders),Order Id,Order Item Cardprod Id,Order Item Discount,Order Item Discount Rate,Order Item Id,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order State,Order Status,Product Card Id,Product Category Id,Product Name,Product Price,shipping date (DateOrders),Shipping Mode,high_lead_time,late_delivery,low_profit,high_discount,delivery_delayed,order_cancelled,lat_bin,lon_bin,location,risk_score,Risk_level,supplier_risk_avg,region_risk_density,location_enc,Order Status_enc,Delivery Status_enc,Shipping Mode_enc,risk_encoded,Predicted_Risk,Order_Date
DEBIT,5,4,205.7799988,489.9500122,Late delivery,1,9,Cardio Equipment,Brooklyn,EE. UU.,Robert,8005,Lambert,141910,Consumer,NY,1546 Cinder Autumn Cape,11230,3,Footwear,40.63542938,-73.94217682,LATAM,Santo Domingo,República Dominicana,8005,1/9/2015 17:30,599.0,191.0,10.0,0.02,1467.0,99.98999786,0.419999987,5.0,499.9500122,489.9500122,205.7799988,Caribbean,Santo Domingo,COMPLETE,191.0,9.0,Nike Men's Free 5.0+ Running Shoe,99.98999786,1/14/2015 17:30,Standard Class,1,1,0,0,0,0,40.6,-73.9,EE. UU.,0.49269027622948963,Low,0.49269027622948963,0.35175171341361916,0,2,1,3,0,High,2015-01-09 17:30:00
TRANSFER,5,4,140.6399994,484.9500122,Late delivery,1,9,Cardio Equipment,Caguas,Puerto Rico,John,4126,Stokes,102041,Consumer,PR,9920 Little Lane,725,3,Footwear,18.22985077,-66.37062073,LATAM,Quito,Ecuador,4126,2/13/2017 16:05,53069.0,191.0,15.0,0.029999999,132642.0,99.98999786,0.289999992,5.0,499.9500122,484.9500122,140.6399994,South America,Pichincha,PROCESSING,191.0,9.0,Nike Men's Free 5.0+ Running Shoe,99.98999786,2/18/2017 16:05,Standard Class,1,1,0,0,0,0,18.2,-66.4,Puerto Rico,0.5072435232982501,Low,0.5072435232982501,0.4874795469539309,1,7,1,3,0,Low,2017-02-13 16:05:00
CASH,1,0,24.72999954,103.8899994,Late delivery,1,12,Boxing & MMA,Caguas,Puerto Rico,Mary,9909,Wong,133417,Corporate,PR,9856 High Bear Crossing,725,3,Footwear,18.22954941,-66.37056732,Africa,Mwanza,Tanzania,9909,10/29/2016 15:42,45738.0,249.0,6.050000191,0.059999999,114323.0,54.97000122,0.239999995,2.0,109.9400024,103.8899994,24.72999954,East Africa,Mwanza,CLOSED,249.0,12.0,Under Armour Women's Micro G Skulpt Running S,54.97000122,10/30/2016 3:42,Same Day,0,1,0,0,0,0,18.2,-66.4,Puerto Rico,0.5393079823267605,Low,0.5393079823267605,0.4874795469539309,1,1,1,1,0,High,2016-10-29 15:42:00
CASH,1,0,59.49000168,169.9600067,Late delivery,1,29,Shop By Sport,Caguas,Puerto Rico,Ralph,1525,Washington,13881,Corporate,PR,5352 Jagged Subdivision,725,5,Golf,18.27647972,-66.37059784,Europe,Klaip?da,Lituania,1525,10/9/2016 17:08,44372.0,627.0,29.98999977,0.150000006,110777.0,39.99000168,0.349999994,5.0,199.9499969,169.9600067,59.49000168,Northern Europe,Klaip?da,CLOSED,627.0,29.0,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,10/10/2016 5:08,Same Day,0,1,0,0,0,0,18.3,-66.4,Puerto Rico,0.5471939026807116,Medium,0.5471939026807116,0.4874795469539309,1,1,1,1,1,Low,2016-10-09 17:08:00
DEBIT,3,4,-203.6699982,290.9500122,Advance shipping,0,17,Cleats,San Francisco,EE. UU.,Stephen,9459,Bond,12373,Consumer,CA,9077 Honey Route,94109,4,Apparel,37.80408478,-122.4188538,LATAM,La Romana,República Dominicana,9459,2/9/2017 23:47,52817.0,365.0,9.0,0.029999999,132037.0,59.99000168,-0.699999988,5.0,299.9500122,290.9500122,-203.6699982,Caribbean,La Romana,COMPLETE,365.0,17.0,Perfect Fitness Perfect Rip Deck,59.99000168,2/12/2017 23:47,Standard Class,0,0,1,0,0,0,37.8,-122.4,EE. UU.,0.24842527790189237,Low,0.24842527790189237,0.35175171341361916,0,2,0,3,0,Low,2017-02-09 23:47:00
DEBIT,5,4,90.98000336,181.9499969,Late delivery,1,26,Girls' Apparel,Pawtucket,EE. UU.,Mildred,4064,Smith,39439,Consumer,RI,733 Tawny Nectar Link,2860,5,Golf,41.8719368,-71.38621521,Europe,Estocolmo,Suecia,4064,8/17/2015 15:26,15664.0,572.0,18.0,0.090000004,39153.0,39.99000168,0.5,5.0,199.9499969,181.9499969,90.98000336,Northern Europe,Estocolmo,COMPLETE,572.0,26.0,TYR Boys' Team Digi Jammer,39.99000168,8/22/2015 15:26,Standard Class,1,1,0,0,0,0,41.9,-71.4,EE. UU.,0.517860783451929,Low,0.517860783451929,0.35175171341361916,0,2,1,3,0,Medium,2015-08-17 15:26:00
TRANSFER,2,4,41.58000183,472.4500122,Shipping canceled,0,9,Cardio Equipment,Caguas,Puerto Rico,Sharon,2062,Smith,86885,Consumer,PR,5645 Sunny Spring Gate,725,3,Footwear,18.24253082,-66.3706131,USCA,New York City,Estados Unidos,2062,4/24/2016 11:03,32846.0,191.0,27.5,0.059999999,82148.0,99.98999786,0.090000004,5.0,499.9500122,472.4500122,41.58000183,East of USA,Nueva York,SUSPECTED_FRAUD,191.0,9.0,Nike Men's Free 5.0+ Running Shoe,99.98999786,4/26/2016 11:03,Standard Class,0,0,0,0,0,0,18.2,-66.4,Puerto Rico,0.1822552257071762,Low,0.1822552257071762,0.4874795469539309,1,8,2,3,0,High,2016-04-24 11:03:00
CASH,2,2,141.3300018,288.4200134,Shipping on time,0,73,Sporting Goods,Caguas,Puerto Rico,Uta,16674,Mccarthy,125217,Consumer,PR,3271 Amber Downs,725,2,Fitness,18.26412392,-66.0370636,Pacific Asia,Ipoh,Malasia,16674,12/3/2017 9:11,73121.0,1360.0,39.33000183,0.119999997,176436.0,327.75,0.49000001,1.0,327.75,288.4200134,141.3300018,Southeast Asia,Perak,CLOSED,1360.0,73.0,Smart watch ,327.75,12/5/2017 9:11,Second Class,0,0,0,1,0,0,18.3,-66.0,Puerto Rico,0.3214322871488331,Low,0.3214322871488331,0.4874795469539309,1,1,3,2,0,Low,2017-12-03 09:11:00
PAYMENT,6,4,47.18999863,129.9900055,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,Mary,5306,Conley,48682,Home Office,PR,6077 Golden Gate Road,725,4,Apparel,18.29729271,-66.37051392,LATAM,São Paulo,Brasil,5306,1/26/2017 14:00,51830.0,403.0,0.0,0.0,129498.0,129.9900055,0.360000014,1.0,129.9900055,129.9900055,47.18999863,South America,São Paulo,PENDING_PAYMENT,403.0,18.0,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,2/1/2017 14:00,Standard Class,1,1,0,0,0,0,18.3,-66.4,Puerto Rico,0.5484120317446901,Medium,0.5484120317446901,0.4874795469539309,1,6,1,3,1,High,2017-01-26 14:00:00
DEBIT,2,2,-6.139999866,122.8399963,Shipping on time,0,18,Men's Footwear,Caguas,Puerto Rico,Maria,4001,Nixon,17733,Consumer,PR,2517 Shady Branch Avenue,725,4,Apparel,18.24713707,-66.37050629,LATAM,Zapopan,México,4001,3/6/2015 9:01,4411.0,403.0,7.150000095,0.059999999,11046.0,129.9900055,-0.050000001,1.0,129.9900055,122.8399963,-6.139999866,Central America,Jalisco,COMPLETE,403.0,18.0,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,3/8/2015 9:01,Second Class,0,0,1,0,0,0,18.2,-66.4,Puerto Rico,0.3287913620254458,Low,0.3287913620254458,0.4874795469539309,1,2,3,2,0,Medium,2015-03-06 09:01:00
TRANSFER,2,4,69.11000061,143.9799957,Advance shipping,0,17,Cleats,Middletown,EE. UU.,Mary,8026,Wade,75647,Corporate,OH,9816 Velvet Deer Canyon,45044,4,Apparel,40.97532272,-80.56996918,Europe,Sevran,Francia,8026,9/1/2015 15:15,16691.0,365.0,35.99000168,0.200000003,41689.0,59.99000168,0.479999989,3.0,179.9700012,143.9799957,69.11000061,Western Europe,Isla de Francia,PENDING,365.0,17.0,Perfect Fitness Perfect Rip Deck,59.99000168,9/3/2015 15:15,Standard Class,0,0,0,1,0,0,41.0,-80.6,EE. UU.,0.1823417561883187,Low,0.1823417561883187,0.35175171341361916,0,5,0,3,0,High,2015-09-01 15:15:00
DEBIT,4,4,-78.73999786,449.9599915,Shipping on time,0,9,Cardio Equipment,Carmichael,EE. UU.,Katherine,355,Barker,30623,Consumer,CA,6547 Sunny Isle,95608,3,Footwear,34.04317856,-118.77948,Europe,Munster,Alemania,355,8/7/2015 6:21,14953.0,191.0,50.0,0.100000001,37440.0,99.98999786,-0.180000007,5.0,499.9500122,449.9599915,-78.73999786,Western Europe,Baja Sajonia,ON_HOLD,191.0,9.0,Nike Men's Free 5.0+ Running Shoe,99.98999786,8/11/2015 6:21,Standard Class,0,0,1,1,0,0,34.0,-118.8,EE. UU.,0.2836058253675078,Low,0.2836058253675078,0.35175171341361916,0,3,3,3,0,High,2015-08-07 06:21:00
DEBIT,2,4,-71.09999847,106.5899963,Advance shipping,0,18,Men's Footwear,Augusta,EE. UU.,Joseph,3122,Graves,58355,Corporate,GA,905 Blue Cape,30907,4,Apparel,31.78530121,-84.44017029,Pacific Asia,Chengdu,China,3122,12/5/2015 14:14,23196.0,403.0,23.39999962,0.180000007,58068.0,129.9900055,-0.670000017,1.0,129.9900055,106.5899963,-71.09999847,Eastern Asia,Sichuan,COMPLETE,403.0,18.0,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,12/7/2015 14:14,Standard Class,0,0,1,0,0,0,31.8,-84.4,EE. UU.,0.19993016833927563,Low,0.19993016833927563,0.35175171341361916,0,2,0,3,0,High,2015-12-05 14:14:00
TRANSFER,6,4,10.78999996,35.97999954,Late delivery,1,36,Golf Balls,Newburgh,EE. UU.,Mary,5934,Summers,169336,Corporate,NY,8233 Grand Beacon Boulevard,12550,6,Outdoors,41.50205994,-74.01177216,Pacific Asia,Surabaya,Indonesia,5934,12/30/2015 16:29,24915.0,810.0,4.0,0.100000001,62430.0,19.98999977,0.300000012,2.0,39.97999954,35.97999954,10.78999996,Southeast Asia,Java Oriental,PROCESSING,810.0,36.0,Glove It Women's Mod Oval Golf Glove,19.98999977,1/5/2016 16:29,Standard Class,1,1,0,0,0,0,41.5,-74.0,EE. UU.,0.557253756436986,Medium,0.557253756436986,0.35175171341361916,0,7,1,3,1,High,2015-12-30 16:29:00
TRANSFER,3,4,49.97000122,101.9800034,Advance shipping,0,17,Cleats,West Covina,EE. UU.,Andrew,7454,Kim,35383,Corporate,CA,7094 Round Carrefour,91790,4,Apparel,34.06787491,-117.9273758,LATAM,Guadalajara,México,7454,3/13/2017 21:18,55002.0,365.0,18.0,0.150000006,137558.0,59.99000168,0.49000001,2.0,119.9800034,101.9800034,49.97000122,Central America,Jalisco,PROCESSING,365.0,17.0,Perfect Fitness Perfect Rip Deck,59.99000168,3/16/2017 21:18,Standard Class,0,0,0,0,0,0,34.1,-117.9,EE. UU.,0.2085046947973858,Low,0.2085046947973858,0.35175171341361916,0,7,0,3,0,High,2017-03-13 21:18:00
DEBIT,3,4,16.0,399.980011,Advance shipping,0,45,Fishing,Chicago,EE. UU.,Julia,7705,Robinson,159427,Corporate,IL,3670 Broad Mountain Link,60609,7,Fan Shop,41.89551926,-87.71821594,Pacific Asia,Bangkok,Tailandia,7705,1/1/2016 2:28,25012.0,1004.0,0.0,0.0,62678.0,399.980011,0.039999999,1.0,399.980011,399.980011,16.0,Southeast Asia,Bangkok,COMPLETE,1004.0,45.0,Field & Stream Sportsman 16 Gun Fire Safe,399.980011,1/4/2016 2:28,Standard Class,0,0,0,0,0,0,41.9,-87.7,EE. UU.,0.2039720636796722,Low,0.2039720636796722,0.35175171341361916,0,2,0,3,0,High,2016-01-01 02:28:00
CASH,2,2,54.99000168,116.9899979,Shipping on time,0,18,Men's Footwear,Caguas,Puerto Rico,Anthony,4356,Klein,179428,Corporate,PR,8651 Heather Drive,725,4,Apparel,18.22492218,-66.3706131,Europe,San Galo,Suiza,4356,7/30/2017 0:57,64466.0,403.0,13.0,0.100000001,161146.0,129.9900055,0.469999999,1.0,129.9900055,116.9899979,54.99000168,Western Europe,San Galo,CLOSED,403.0,18.0,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,8/1/2017 0:57,Second Class,0,0,0,0,0,0,18.2,-66.4,Puerto Rico,0.32133530325174664,Low,0.32133530325174664,0.4874795469539309,1,1,3,2,0,High,2017-07-30 00:57:00
DEBIT,2,4,15.39999962,220.0,Advance shipping,0,24,Women's Apparel,Fort Lauderdale,EE. UU.,Mary,5687,Chapman,127582,Consumer,FL,1430 Easy Spring Key,33324,5,Golf,26.0984993,-80.27095032,Africa,Ikot Ekpene,Nigeria,5687,10/26/2016 6:25,45506.0,502.0,30.0,0.119999997,113719.0,50.0,0.07,5.0,250.0,220.0,15.39999962,West Africa,Akwa Ibom,COMPLETE,502.0,24.0,Nike Men's Dri-FIT Victory Golf Polo,50.0,10/28/2016 6:25,Standard Class,0,0,0,0,0,0,26.1,-80.3,EE. UU.,0.18839274726642252,Low,0.18839274726642252,0.35175171341361916,0,2,0,3,0,Medium,2016-10-26 06:25:00
DEBIT,3,4,67.5,225.0,Advance shipping,0,24,Women's Apparel,Bend,EE. UU.,David,5839,Williams,123984,Consumer,OR,1449 High Carrefour,97701,5,Golf,44.07599258,-120.9686584,Europe,Slupsk,Polonia,5839,9/30/2016 22:55,43772.0,502.0,25.0,0.100000001,109315.0,50.0,0.300000012,5.0,250.0,225.0,67.5,Eastern Europe,Pomerania,COMPLETE,502.0,24.0,Nike Men's Dri-FIT Victory Golf Polo,50.0,10/3/2016 22:55,Standard Class,0,0,0,0,0,0,44.1,-121.0,EE. UU.,0.20949738660127004,Low,0.20949738660127004,0.35175171341361916,0,2,0,3,0,High,2016-09-30 22:55:00
DEBIT,6,4,99.59999847,207.5,Late delivery,1,24,Women's Apparel,Amarillo,EE. UU.,Deborah,871,Smith,92920,Consumer,TX,5154 Honey Bend,79109,5,Golf,35.18864822,-101.8707352,LATAM,Santa Catarina,México,871,3/30/2015 19:29,6085.0,502.0,42.5,0.170000002,15193.0,50.0,0.479999989,5.0,250.0,207.5,99.59999847,Central America,Nuevo León,COMPLETE,502.0,24.0,Nike Men's Dri-FIT Victory Golf Polo,50.0,4/5/2015 19:29,Standard Class,1,1,0,1,0,0,35.2,-101.9,EE. UU.,0.56406925274764,Medium,0.56406925274764,0.35175171341361916,0,2,1,3,1,High,2015-03-30 19:29:00
CASH,0,0,30.26000023,116.3799973,Shipping on time,0,17,Cleats,Caguas,Puerto Rico,Amber,6955,Smith,14637,Corporate,PR,2803 Pleasant Barn Dell,725,4,Apparel,18.23220635,-66.37054443,Pacific Asia,Sydney,Australia,6955,12/3/2015 5:08,23033.0,365.0,3.599999905,0.029999999,57668.0,59.99000168,0.25999999,2.0,119.9800034,116.3799973,30.26000023,Oceania,Nueva Gales del Sur,CLOSED,365.0,17.0,Perfect Fitness Perfect Rip Deck,59.99000168,12/3/2015 17:08,Same Day,0,0,0,0,0,0,18.2,-66.4,Puerto Rico,0.2535476762939686,Low,0.2535476762939686,0.4874795469539309,1,1,3,1,0,High,2015-12-03 05:08:00
DEBIT,6,2,33.16999817,122.8399963,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,Mary,4553,Carter,139888,Consumer,PR,5514 Lost Walk,725,4,Apparel,18.25601578,-66.37055969,Pacific Asia,Pontianak,Indonesia,4553,12/27/2015 0:53,24665.0,403.0,7.150000095,0.059999999,61767.0,129.9900055,0.270000011,1.0,129.9900055,122.8399963,33.16999817,Southeast Asia,Borneo Occidental,COMPLETE,403.0,18.0,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,1/2/2016 0:53,Second Class,1,1,0,0,0,0,18.3,-66.4,Puerto Rico,0.7051171655599974,High,0.7051171655599974,0.4874795469539309,1,2,1,2,2,Low,2015-12-27 00:53:00
PAYMENT,5,4,86.38999939,287.980011,Late delivery,1,43,Camping & Hiking,Caguas,Puerto Rico,Jane,6275,Smith,111259,Home Office,PR,3663 Umber Cloud Arbor,725,7,Fan Shop,18.21489143,-66.3705368,Europe,Ingolstadt,Alemania,6275,8/21/2017 8:17,65994.0,957.0,12.0,0.039999999,164928.0,299.980011,0.300000012,1.0,299.980011,287.980011,86.38999939,Western Europe,Bavaria,PENDING_PAYMENT,957.0,43.0,Diamondback Women's Serene Classic Comfort Bi,299.980011,8/26/2017 8:17,Standard Class,1,1,0,0,0,0,18.2,-66.4,Puerto Rico,0.5151496008957894,Low,0.5151496008957894,0.4874795469539309,1,6,1,3,0,High,2017-08-21 08:17:00
DEBIT,3,2,6.380000114,16.79000092,Late delivery,1,36,Golf Balls,Caguas,Puerto Rico,Edward,6007,Mitchell,118387,Consumer,PR,7577 Quiet Towers,725,6,Outdoors,18.29080582,-66.3706131,Pacific Asia,Busan,Corea del Sur,6007,11/27/2015 15:39,22652.0,810.0,3.200000048,0.159999996,56677.0,19.98999977,0.379999995,1.0,19.98999977,16.79000092,6.380000114,Eastern Asia,Busan,COMPLETE,810.0,36.0,Glove It Women's Mod Oval Golf Glove,19.98999977,11/30/2015 15:39,Second Class,0,1,1,0,0,0,18.3,-66.4,Puerto Rico,0.6075693094776974,Medium,0.6075693094776974,0.4874795469539309,1,2,1,2,1,Low,2015-11-27 15:39:00
TRANSFER,3,4,95.01999664,197.9499969,Advance shipping,0,29,Shop By Sport,Caguas,Puerto Rico,Zachary,1306,Taylor,132626,Consumer,PR,4606 Tawny Autoroute,725,5,Golf,18.23619652,-66.37049866,Pacific Asia,Newcastle,Australia,1306,2/23/2016 7:28,28657.0,627.0,2.0,0.01,71724.0,39.99000168,0.479999989,5.0,199.9499969,197.9499969,95.01999664,Oceania,Nueva Gales del Sur,PENDING,627.0,29.0,Under Armour Girls' Toddler Spine Surge Runni,39.99000168,2/26/2016 7:28,Standard Class,0,0,0,0,0,0,18.2,-66.4,Puerto Rico,0.1910621696975215,Low,0.1910621696975215,0.4874795469539309,1,5,0,3,0,Low,2016-02-23 07:28:00
DEBIT,6,4,51.3199997,109.1900024,Late delivery,1,18,Men's Footwear,Honolulu,EE. UU.,Thomas,3567,Schroeder,131675,Corporate,HI,7975 Honey Valley,96822,4,Apparel,21.30562019,-157.8386993,Pacific Asia,Kerman,Irán,3567,11/4/2016 23:03,46170.0,403.0,20.79999924,0.159999996,115418.0,129.9900055,0.469999999,1.0,129.9900055,109.1900024,51.3199997,South Asia,Kerman,COMPLETE,403.0,18.0,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,11/10/2016 23:03,Standard Class,1,1,0,0,0,0,21.3,-157.8,EE. UU.,0.5599110978366963,Medium,0.5599110978366963,0.35175171341361916,0,2,1,3,1,High,2016-11-04 23:03:00
DEBIT,6,4,46.93999863,161.8699951,Late delivery,1,76,Women's Clothing,York,EE. UU.,Jocelyn,20663,Underwood,110152,Corporate,PA,2456 Lost Front,17404,4,Apparel,39.95060349,-76.77706909,Pacific Asia,Melbourne,Australia,20663,1/30/2018 14:43,77110.0,1363.0,53.95999908,0.25,180425.0,215.8200073,0.289999992,1.0,215.8200073,161.8699951,46.93999863,Oceania,Victoria,COMPLETE,1363.0,76.0,Summer dresses,215.8200073,2/5/2018 14:43,Standard Class,1,1,0,1,0,0,40.0,-76.8,EE. UU.,0.5801977734953366,Medium,0.5801977734953366,0.35175171341361916,0,2,1,3,1,High,2018-01-30 14:43:00
DEBIT,3,2,22.76000023,78.48999786,Late delivery,1,72,Pet Supplies,Caguas,Puerto Rico,Bethany,16460,Faulkner,78706,Consumer,PR,8944 Red Place,725,11,Pet Shop,18.22441101,-66.03704834,Pacific Asia,Denpasar,Indonesia,16460,11/30/2017 6:13,72907.0,1359.0,5.909999847,0.07,176222.0,84.40000153,0.289999992,1.0,84.40000153,78.48999786,22.76000023,Southeast Asia,Bali,COMPLETE,1359.0,72.0,Adult dog supplies,84.40000153,12/3/2017 6:13,Second Class,0,1,0,0,0,0,18.2,-66.0,Puerto Rico,0.6062434742969263,Medium,0.6062434742969263,0.4874795469539309,1,2,1,2,1,High,2017-11-30 06:13:00
DEBIT,2,4,17.71999931,236.25,Advance shipping,0,24,Women's Apparel,Lynnwood,EE. UU.,Robert,10012,Montoya,49101,Consumer,WA,3282 Lost Gate,98037,5,Golf,47.84322357,-122.2460785,LATAM,Buenos Aires,Argentina,10012,4/18/2015 12:17,7366.0,502.0,13.75,0.059999999,18448.0,50.0,0.079999998,5.0,250.0,236.25,17.71999931,South America,Buenos Aires,COMPLETE,502.0,24.0,Nike Men's Dri-FIT Victory Golf Polo,50.0,4/20/2015 12:17,Standard Class,0,0,0,0,0,0,47.8,-122.2,EE. UU.,0.17842035296003791,Low,0.17842035296003791,0.35175171341361916,0,2,0,3,0,High,2015-04-18 12:17:00
DEBIT,2,2,-115.7200012,144.6499939,Shipping on time,0,67,DVDs,Caguas,Puerto Rico,Charde,15024,Ewing,118603,Consumer,PR,1497 Little Walk,725,9,Discs Shop,18.29131126,-66.0370636,Europe,Toulouse,Francia,15024,11/9/2017 7:07,71471.0,1354.0,19.72999954,0.119999997,174786.0,164.3800049,-0.800000012,1.0,164.3800049,144.6499939,-115.7200012,Western Europe,Languedoc-Rosellón-Mediodía-Pirineos,COMPLETE,1354.0,67.0,DVDs ,164.3800049,11/11/2017 7:07,Second Class,0,0,1,0,0,0,18.3,-66.0,Puerto Rico,0.3557254532456806,Low,0.3557254532456806,0.4874795469539309,1,2,3,2,0,Low,2017-11-09 07:07:00
DEBIT,6,4,-265.0,200.0,Late delivery,1,24,Women's Apparel,Stockton,EE. UU.,Benjamin,10474,Case,130710,Consumer,CA,125 Easy Lake Close,95206,5,Golf,38.1355629,-121.2693405,Africa,Cape Town,SudAfrica,10474,8/29/2016 10:42,41545.0,502.0,50.0,0.200000003,103704.0,50.0,-1.330000043,5.0,250.0,200.0,-265.0,Southern Africa,Cabo Occidental,ON_HOLD,502.0,24.0,Nike Men's Dri-FIT Victory Golf Polo,50.0,9/4/2016 10:42,Standard Class,1,1,1,1,0,0,38.1,-121.3,EE. UU.,0.633475812684636,High,0.633475812684636,0.35175171341361916,0,3,1,3,2,Low,2016-08-29 10:42:00
CASH,2,1,81.88999939,251.9600067,Late delivery,1,17,Cleats,Caguas,Puerto Rico,George,2860,Smith,172876,Corporate,PR,8609 Grand Harbour,725,4,Apparel,18.25045776,-66.3705368,Europe,Ghent,Bélgica,2860,8/29/2015 12:16,16477.0,365.0,47.99000168,0.159999996,41153.0,59.99000168,0.330000013,5.0,299.9500122,251.9600067,81.88999939,Western Europe,Flanders Oriental,CLOSED,365.0,17.0,Perfect Fitness Perfect Rip Deck,59.99000168,8/31/2015 12:16,First Class,0,1,0,1,0,0,18.3,-66.4,Puerto Rico,0.5871223750897854,Medium,0.5871223750897854,0.4874795469539309,1,1,1,0,1,High,2015-08-29 12:16:00
DEBIT,3,4,-54.22999954,479.9500122,Advance shipping,0,9,Cardio Equipment,Fort Lauderdale,EE. UU.,Crystal,5402,Ryan,42916,Consumer,FL,8548 Dusty Subdivision,33312,3,Footwear,26.11425972,-80.16235352,Europe,Plymouth,Reino Unido,5402,7/7/2015 14:16,12852.0,191.0,20.0,0.039999999,32142.0,99.98999786,-0.109999999,5.0,499.9500122,479.9500122,-54.22999954,Northern Europe,Inglaterra,ON_HOLD,191.0,9.0,Nike Men's Free 5.0+ Running Shoe,99.98999786,7/10/2015 14:16,Standard Class,0,0,1,0,0,0,26.1,-80.2,EE. UU.,0.22825620033048968,Low,0.22825620033048968,0.35175171341361916,0,3,0,3,0,High,2015-07-07 14:16:00
TRANSFER,5,4,90.62000275,314.6400146,Late delivery,1,73,Sporting Goods,Hialeah,EE. UU.,Cassandra,16662,Montoya,122279,Home Office,FL,8988 Shady Park,33010,2,Fitness,25.83031082,-80.27851105,Pacific Asia,Pasig,Filipinas,16662,12/3/2017 4:59,73109.0,1360.0,13.10999966,0.039999999,176424.0,327.75,0.289999992,1.0,327.75,314.6400146,90.62000275,Southeast Asia,Capital Nacional,PROCESSING,1360.0,73.0,Smart watch ,327.75,12/8/2017 4:59,Standard Class,1,1,0,0,0,0,25.8,-80.3,EE. UU.,0.5150484875569176,Low,0.5150484875569176,0.35175171341361916,0,7,1,3,0,Low,2017-12-03 04:59:00
CASH,2,1,60.75,224.9900055,Late delivery,1,43,Camping & Hiking,Caguas,Puerto Rico,Barbara,6735,Martin,56350,Corporate,PR,8813 Cozy Gate Hill,725,7,Fan Shop,18.22066879,-66.37062836,Europe,Trier,Alemania,6735,8/3/2017 9:42,64765.0,957.0,75.0,0.25,161880.0,299.980011,0.270000011,1.0,299.980011,224.9900055,60.75,Western Europe,Renania-Palatinado,CLOSED,957.0,43.0,Diamondback Women's Serene Classic Comfort Bi,299.980011,8/5/2017 9:42,First Class,0,1,0,1,0,0,18.2,-66.4,Puerto Rico,0.6067790952351664,Medium,0.6067790952351664,0.4874795469539309,1,1,1,0,1,High,2017-08-03 09:42:00
DEBIT,6,4,-45.47000122,54.59000015,Late delivery,1,17,Cleats,Buffalo,EE. UU.,Mary,1718,Smith,108807,Corporate,NY,4606 Umber Range,14221,4,Apparel,42.9666214,-78.74194336,Pacific Asia,Manila,Filipinas,1718,12/20/2015 16:29,24230.0,365.0,5.400000095,0.090000004,60622.0,59.99000168,-0.829999983,1.0,59.99000168,54.59000015,-45.47000122,Southeast Asia,Capital Nacional,COMPLETE,365.0,17.0,Perfect Fitness Perfect Rip Deck,59.99000168,12/26/2015 16:29,Standard Class,1,1,1,0,0,0,43.0,-78.7,EE. UU.,0.5681063788057269,Medium,0.5681063788057269,0.35175171341361916,0,2,1,3,1,Low,2015-12-20 16:29:00
DEBIT,3,4,125.4599991,285.1400146,Advance shipping,0,73,Sporting Goods,Caguas,Puerto Rico,Suki,16745,Ballard,140985,Corporate,PR,4388 Burning Goose Ridge,725,2,Fitness,18.27021027,-66.03705597,Pacific Asia,Rangún,Myanmar (Birmania),16745,12/4/2017 10:04,73192.0,1360.0,42.61000061,0.129999995,176507.0,327.75,0.439999998,1.0,327.75,285.1400146,125.4599991,Southeast Asia,Rangún,COMPLETE,1360.0,73.0,Smart watch ,327.75,12/7/2017 10:04,Standard Class,0,0,0,1,0,0,18.3,-66.0,Puerto Rico,0.2095240703659004,Low,0.2095240703659004,0.4874795469539309,1,2,0,3,0,High,2017-12-04 10:04:00
DEBIT,2,2,21.60000038,287.980011,Shipping on time,0,43,Camping & Hiking,Caguas,Puerto Rico,Mary,10403,Noble,120828,Consumer,PR,1469 Dewy Berry Road,725,7,Fan Shop,18.28469276,-66.37059021,LATAM,Villa Frontera,México,10403,3/23/2017 13:55,55666.0,957.0,12.0,0.039999999,139222.0,299.980011,0.079999998,1.0,299.980011,287.980011,21.60000038,Central America,Coahuila,COMPLETE,957.0,43.0,Diamondback Women's Serene Classic Comfort Bi,299.980011,3/25/2017 13:55,Second Class,0,0,0,0,0,0,18.3,-66.4,Puerto Rico,0.32669927943974963,Low,0.32669927943974963,0.4874795469539309,1,2,3,2,0,High,2017-03-23 13:55:00
